,"""Source Port""","""Destination Port""","""NAT Source Port""","""NAT Destination Port""",Bytes,"""Bytes Sent""","""Bytes Received""",Packets,"""Elapsed Time (sec)""",pkts_sent,pkts_received
31471,53745,18569,18242,18569,70,70,0,1,5,1,0
31472,48634,443,39947,443,448,78,370,6,25,1,5
31473,58747,443,20889,443,5167,700,4467,16,15,7,9
31474,44911,80,13176,80,1052,612,440,10,15,5,5
31475,35176,80,37365,80,1987,1329,658,10,136,6,4
31476,50543,443,11342,443,11275,4454,6821,24,36,13,11
31477,63651,443,19234,443,333668,12291,321377,321,170,72,249
31478,49968,53,62146,53,1412,94,1318,4,33,2,2
31479,51959,42269,57888,42269,70,70,0,2,8,2,0
31480,51921,80,46796,80,35092,3319,31773,48,31,21,27
31481,64987,53,36862,53,410,100,310,4,55,2,2
31482,55126,53,10895,53,193,102,91,2,31,1,1
31483,56381,443,16712,443,7236,2290,4946,18,16,11,7
31484,5232,46495,40739,46495,832,832,0,14,96,14,0
31485,38450,443,8906,443,593,473,120,4,15,2,2
31486,56693,443,47203,443,7862,1873,5989,20,16,11,9
31487,51148,9571,0,0,66,66,0,1,0,1,0
31488,39681,37965,0,0,66,66,0,1,0,1,0
31489,59744,445,0,0,66,66,0,1,0,1,0
31490,59743,445,0,0,66,66,0,1,0,1,0
31491,29577,64147,0,0,62,62,0,1,0,1,0
31492,16387,25619,0,0,60,60,0,1,0,1,0
31493,16387,64660,0,0,60,60,0,1,0,1,0
31494,16387,24782,0,0,60,60,0,1,0,1,0
31495,53500,1,0,0,66,66,0,1,0,1,0
31496,18088,23,0,0,60,60,0,1,0,1,0
31497,63672,22114,0,0,66,66,0,1,0,1,0
31498,52938,64097,0,0,66,66,0,1,0,1,0
31499,64332,445,0,0,70,70,0,1,0,1,0
31500,59485,445,0,0,70,70,0,1,0,1,0
31501,64325,445,0,0,70,70,0,1,0,1,0
31502,64324,445,0,0,70,70,0,1,0,1,0
31503,64323,445,0,0,70,70,0,1,0,1,0
31504,59738,445,0,0,66,66,0,1,0,1,0
31505,45964,5333,0,0,60,60,0,1,0,1,0
31506,52418,46314,0,0,66,66,0,1,0,1,0
31507,59476,445,0,0,70,70,0,1,0,1,0
31508,59474,445,0,0,70,70,0,1,0,1,0
31509,59473,445,0,0,70,70,0,1,0,1,0
31510,59472,445,0,0,70,70,0,1,0,1,0
31511,17760,50584,0,0,146,146,0,1,0,1,0
31512,59725,445,0,0,66,66,0,1,0,1,0
31513,59731,445,0,0,66,66,0,1,0,1,0
31514,59733,445,0,0,66,66,0,1,0,1,0
31515,59734,445,0,0,66,66,0,1,0,1,0
31516,59728,445,0,0,66,66,0,1,0,1,0
31517,59724,445,0,0,66,66,0,1,0,1,0
31518,59722,445,0,0,66,66,0,1,0,1,0
31519,59468,445,0,0,70,70,0,1,0,1,0
31520,61639,37965,0,0,66,66,0,1,0,1,0
31521,55616,56205,0,0,66,66,0,1,0,1,0
31522,443,60496,0,0,320,320,0,1,0,1,0
31523,44411,37965,0,0,62,62,0,1,0,1,0
31524,64314,445,0,0,70,70,0,1,0,1,0
31525,54016,42707,0,0,62,62,0,1,0,1,0
31526,64313,445,0,0,70,70,0,1,0,1,0
31527,64312,445,0,0,70,70,0,1,0,1,0
31528,64309,445,0,0,70,70,0,1,0,1,0
31529,28367,23,0,0,60,60,0,1,0,1,0
31530,26713,64147,0,0,62,62,0,1,0,1,0
31531,28040,64147,0,0,66,66,0,1,0,1,0
31532,65419,26467,0,0,62,62,0,1,0,1,0
31533,45941,23386,0,0,60,60,0,1,0,1,0
31534,45941,23386,0,0,60,60,0,1,0,1,0
31535,16387,8455,0,0,60,60,0,1,0,1,0
31536,16387,49252,0,0,60,60,0,1,0,1,0
31537,16387,35244,0,0,60,60,0,1,0,1,0
31538,59462,445,0,0,70,70,0,1,0,1,0
31539,32770,51505,0,0,62,62,0,1,0,1,0
31540,26642,57470,0,0,62,62,0,1,0,1,0
31541,64307,445,0,0,70,70,0,1,0,1,0
31542,64306,445,0,0,70,70,0,1,0,1,0
31543,64305,445,0,0,70,70,0,1,0,1,0
31544,56442,11392,0,0,66,66,0,1,0,1,0
31545,59718,445,0,0,66,66,0,1,0,1,0
31546,32520,47993,0,0,66,66,0,1,0,1,0
31547,6338,23117,0,0,66,66,0,1,0,1,0
31548,64300,445,0,0,70,70,0,1,0,1,0
31549,60786,51505,0,0,66,66,0,1,0,1,0
31550,2432,11392,0,0,62,62,0,1,0,1,0
31551,60374,57470,0,0,62,62,0,1,0,1,0
31552,59455,445,0,0,70,70,0,1,0,1,0
31553,56367,44847,0,0,62,62,0,1,0,1,0
31554,59714,445,0,0,66,66,0,1,0,1,0
31555,40571,26467,0,0,62,62,0,1,0,1,0
31556,59453,445,0,0,70,70,0,1,0,1,0
31557,65081,26467,0,0,66,66,0,1,0,1,0
31558,59712,445,0,0,66,66,0,1,0,1,0
31559,59710,445,0,0,66,66,0,1,0,1,0
31560,59709,445,0,0,66,66,0,1,0,1,0
31561,3978,35440,0,0,62,62,0,1,0,1,0
31562,16387,34137,0,0,60,60,0,1,0,1,0
31563,16387,61049,0,0,60,60,0,1,0,1,0
31564,16387,23177,0,0,60,60,0,1,0,1,0
31565,59449,445,0,0,70,70,0,1,0,1,0
31566,59447,445,0,0,70,70,0,1,0,1,0
31567,57034,44847,0,0,66,66,0,1,0,1,0
31568,64292,445,0,0,70,70,0,1,0,1,0
31569,33886,39127,0,0,162,162,0,1,0,1,0
31570,51743,64147,0,0,62,62,0,1,0,1,0
31571,55421,57470,0,0,74,74,0,1,0,1,0
31572,64284,445,0,0,70,70,0,1,0,1,0
31573,64282,445,0,0,70,70,0,1,0,1,0
31574,59443,445,0,0,70,70,0,1,0,1,0
31575,13423,56205,0,0,62,62,0,1,0,1,0
31576,13408,44847,0,0,62,62,0,1,0,1,0
31577,59697,445,0,0,66,66,0,1,0,1,0
31578,59441,445,0,0,70,70,0,1,0,1,0
31579,13090,36237,0,0,66,66,0,1,0,1,0
31580,59690,445,0,0,66,66,0,1,0,1,0
31581,64274,445,0,0,70,70,0,1,0,1,0
31582,59437,445,0,0,70,70,0,1,0,1,0
31583,58858,15503,0,0,66,66,0,1,0,1,0
31584,61030,21247,0,0,66,66,0,1,0,1,0
31585,59688,445,0,0,66,66,0,1,0,1,0
31586,10416,64147,0,0,62,62,0,1,0,1,0
31587,45042,48817,0,0,109,109,0,1,0,1,0
31588,30129,37965,0,0,72,72,0,1,0,1,0
31589,0,0,0,0,320,320,0,5,0,5,0
31590,0,0,0,0,2000,1020,980,20,0,10,10
31591,35229,32468,0,0,62,62,0,1,0,1,0
31592,59680,445,0,0,66,66,0,1,0,1,0
31593,55835,62413,0,0,62,62,0,1,0,1,0
31594,59673,445,0,0,66,66,0,1,0,1,0
31595,8403,46824,0,0,62,62,0,1,0,1,0
31596,443,42788,0,0,74,74,0,1,0,1,0
31597,18904,57470,0,0,62,62,0,1,0,1,0
31598,59424,445,0,0,70,70,0,1,0,1,0
31599,51581,22114,0,0,66,66,0,1,0,1,0
31600,58972,57866,0,0,66,66,0,1,0,1,0
31601,59421,445,0,0,70,70,0,1,0,1,0
31602,64263,445,0,0,70,70,0,1,0,1,0
31603,64261,445,0,0,70,70,0,1,0,1,0
31604,64260,445,0,0,70,70,0,1,0,1,0
31605,59662,445,0,0,66,66,0,1,0,1,0
31606,59664,445,0,0,66,66,0,1,0,1,0
31607,59665,445,0,0,66,66,0,1,0,1,0
31608,59658,445,0,0,66,66,0,1,0,1,0
31609,59663,445,0,0,66,66,0,1,0,1,0
31610,59660,445,0,0,66,66,0,1,0,1,0
31611,59661,445,0,0,66,66,0,1,0,1,0
31612,59659,445,0,0,66,66,0,1,0,1,0
31613,16327,55442,0,0,66,66,0,1,0,1,0
31614,42223,67,0,0,60,60,0,1,0,1,0
31615,59694,50584,0,0,62,62,0,1,0,1,0
31616,13963,50584,0,0,62,62,0,1,0,1,0
31617,47013,44512,0,0,62,62,0,1,0,1,0
31618,59416,445,0,0,70,70,0,1,0,1,0
31619,1187,64147,0,0,66,66,0,1,0,1,0
31620,27947,26467,0,0,62,62,0,1,0,1,0
31621,59415,445,0,0,70,70,0,1,0,1,0
31622,49915,35440,0,0,146,146,0,1,0,1,0
31623,50927,44847,0,0,62,62,0,1,0,1,0
31624,59413,445,0,0,70,70,0,1,0,1,0
31625,50424,55777,0,0,62,62,0,1,0,1,0
31626,64249,445,0,0,70,70,0,1,0,1,0
31627,64247,445,0,0,70,70,0,1,0,1,0
31628,64245,445,0,0,70,70,0,1,0,1,0
31629,64242,445,0,0,70,70,0,1,0,1,0
31630,27617,51505,0,0,146,146,0,1,0,1,0
31631,49323,53,45688,53,192,98,94,2,30,1,1
31632,53144,58987,43141,58987,70,70,0,2,8,2,0
31633,58115,3389,58115,3389,4166,2141,2025,18,17,9,9
31634,64627,53,17603,53,198,101,97,2,30,1,1
31635,64244,53,29357,53,198,101,97,2,30,1,1
31636,55938,53,49190,53,780,93,687,2,30,1,1
31637,50012,53,54567,53,208,106,102,2,30,1,1
31638,57189,53,57433,53,174,89,85,2,30,1,1
31639,57187,53,15982,53,782,105,677,2,30,1,1
31640,56991,53,36997,53,748,106,642,2,30,1,1
31641,57204,53,58502,53,182,93,89,2,30,1,1
31642,54467,80,25502,80,17572,1518,16054,30,255,16,14
31643,58725,443,21181,443,26960,13206,13754,53,17,28,25
31644,63934,55027,48051,55027,66,66,0,2,8,2,0
31645,53140,64128,33195,64128,698,320,378,10,17,6,4
31646,54472,80,34355,80,13695,1377,12318,26,255,14,12
31647,61518,22,61518,22,7306,2583,4723,36,25,19,17
31648,56381,53,44431,53,192,98,94,2,31,1,1
31649,56341,3389,56341,3389,3424,1710,1714,16,33,8,8
31650,35980,443,35980,443,4398,1491,2907,19,26,11,8
31651,58723,443,11514,443,24079,11282,12797,44,17,22,22
31652,60443,50284,54263,50284,164,70,94,2,5,1,1
31653,36026,443,14720,443,7050,984,6066,18,39,12,6
31654,54473,80,28386,80,14035,1381,12654,26,255,14,12
31655,56411,53,42159,53,184,94,90,2,31,1,1
31656,55641,53,45216,53,184,94,90,2,31,1,1
31657,55593,53,41754,53,749,89,660,2,30,1,1
31658,55596,53,37319,53,188,96,92,2,31,1,1
31659,33878,443,33484,443,2279,1637,642,15,25,9,6
31660,64534,53,43156,53,212,108,104,2,31,1,1
31661,45259,53,45259,53,176,78,98,2,30,1,1
31662,58744,443,27181,443,2576,1549,1027,15,15,7,8
31663,65176,53,2902,53,186,95,91,2,30,1,1
31664,55670,31056,18384,31056,70,70,0,2,8,2,0
31665,55006,53,44866,53,789,110,679,2,30,1,1
31666,5231,30114,20445,30114,832,832,0,14,96,14,0
31667,58724,443,37298,443,21610,9250,12360,40,17,19,21
31668,8971,80,8971,80,326,186,140,6,29,4,2
31669,53738,25760,39657,25760,2031,1019,1012,11,16,6,5
31670,58719,443,6983,443,18880,7831,11049,37,18,19,18
31671,54470,80,58006,80,16896,1514,15382,30,255,16,14
31672,55514,53,31515,53,747,93,654,2,30,1,1
31673,65294,53,15570,53,710,89,621,2,30,1,1
31674,56489,53,16732,53,208,106,102,2,31,1,1
31675,64911,53,61645,53,202,103,99,2,31,1,1
31676,56643,53,22354,53,190,97,93,2,31,1,1
31677,36542,3142,36542,3142,138,78,60,2,6,1,1
31678,50544,443,14371,443,11083,4570,6513,24,35,13,11
31679,56661,53,9185,53,297,102,195,4,34,2,2
31680,64837,53,3342,53,190,97,93,2,31,1,1
31681,51956,36995,25588,36995,70,70,0,2,8,2,0
31682,6722,80,6722,80,326,186,140,6,29,4,2
31683,45641,443,12763,443,99276,88410,10866,143,333,78,65
31684,37616,443,22145,443,6506,1356,5150,24,16,14,10
31685,34697,443,10528,443,15997,3015,12982,31,18,16,15
31686,51898,443,2125,443,7866,1549,6317,21,321,10,11
31687,34698,443,50104,443,16164,3053,13111,31,18,16,15
31688,51753,7000,51753,7000,3638,2087,1551,17,15,10,7
31689,56171,53,61869,53,756,95,661,2,30,1,1
31690,34600,80,41483,80,3089,775,2314,15,16,9,6
31691,48015,443,45822,443,19394,2961,16433,51,196,24,27
31692,64987,53,19027,53,196,100,96,2,30,1,1
31693,50551,80,50551,80,4780,1925,2855,16,22,8,8
31694,56690,53,19054,53,802,104,698,2,30,1,1
31695,56142,53,12873,53,188,96,92,2,30,1,1
31696,55828,53,3503,53,178,91,87,2,30,1,1
31697,56415,53,58262,53,174,89,85,2,31,1,1
31698,56094,53,60857,53,764,99,665,2,31,1,1
31699,64588,53,37209,53,186,95,91,2,31,1,1
31700,6881,41872,4010,41872,509,150,359,2,1200,1,1
31701,65246,53,33087,53,174,89,85,2,31,1,1
31702,63473,443,25564,443,4490,1234,3256,20,122,9,11
31703,45590,53,0,0,82,82,0,1,31,1,0
31704,65042,53,25956,53,182,93,89,2,31,1,1
31705,56627,53,42658,53,186,95,91,2,31,1,1
31706,57181,53,65198,53,733,93,640,2,31,1,1
31707,65512,53,60205,53,744,95,649,2,31,1,1
31708,30960,45738,57653,45738,396,396,0,7,3615,7,0
31709,56649,443,48324,443,3469,1006,2463,15,121,7,8
31710,57127,53,59492,53,186,95,91,2,31,1,1
31711,64174,53,49823,53,176,90,86,2,31,1,1
31712,65042,53,41893,53,182,93,89,2,31,1,1
31713,55344,53,18078,53,208,106,102,2,31,1,1
31714,63960,53,41492,53,172,88,84,2,31,1,1
31715,64555,53,55433,53,166,85,81,2,31,1,1
31716,53980,443,7192,443,4957,1627,3330,17,120,8,9
31717,56673,53,13818,53,186,95,91,2,31,1,1
31718,62102,443,56889,443,3466,821,2645,11,121,5,6
31719,64619,53,54626,53,174,89,85,2,31,1,1
31720,57470,45561,33811,45561,792,792,0,13,1201,13,0
31721,55130,53,9076,53,216,110,106,2,31,1,1
31722,56785,53,64900,53,186,95,91,2,31,1,1
31723,55126,53,24901,53,186,95,91,2,31,1,1
31724,56889,53,27625,53,206,105,101,2,31,1,1
31725,55533,53,56018,53,182,93,89,2,31,1,1
31726,56387,53,9036,53,182,93,89,2,31,1,1
31727,49216,53,25748,53,178,91,87,2,31,1,1
31728,56387,53,7178,53,182,93,89,2,31,1,1
31729,53979,443,21511,443,3566,871,2695,11,120,5,6
31730,49864,53,25609,53,186,95,91,2,31,1,1
31731,48817,8677,48817,8677,490,149,341,2,1200,1,1
31732,49160,51839,39818,51839,868,150,718,4,1200,2,2
31733,31974,51505,0,0,66,66,0,1,0,1,0
31734,59644,445,0,0,66,66,0,1,0,1,0
31735,59642,445,0,0,66,66,0,1,0,1,0
31736,59641,445,0,0,66,66,0,1,0,1,0
31737,57131,31061,0,0,145,145,0,1,0,1,0
31738,61000,15503,0,0,146,146,0,1,0,1,0
31739,32704,46824,0,0,66,66,0,1,0,1,0
31740,59406,445,0,0,70,70,0,1,0,1,0
31741,57538,30188,0,0,66,66,0,1,0,1,0
31742,443,23133,0,0,97,97,0,1,0,1,0
31743,61000,57587,0,0,146,146,0,1,0,1,0
31744,64240,445,0,0,70,70,0,1,0,1,0
31745,35925,443,8324,443,1092248,9101,1083147,860,195,111,749
31746,65410,53,23769,53,216,94,122,2,30,1,1
31747,7166,64147,0,0,62,62,0,1,0,1,0
31748,59404,445,0,0,70,70,0,1,0,1,0
31749,38306,51221,0,0,62,62,0,1,0,1,0
31750,64237,445,0,0,70,70,0,1,0,1,0
31751,64231,445,0,0,70,70,0,1,0,1,0
31752,64230,445,0,0,70,70,0,1,0,1,0
31753,39063,5900,0,0,60,60,0,1,0,1,0
31754,63343,53,0,0,74,74,0,1,0,1,0
31755,12969,55777,0,0,66,66,0,1,0,1,0
31756,7226,50584,0,0,62,62,0,1,0,1,0
31757,59403,445,0,0,70,70,0,1,0,1,0
31758,59402,445,0,0,70,70,0,1,0,1,0
31759,59401,445,0,0,70,70,0,1,0,1,0
31760,8313,51505,0,0,66,66,0,1,0,1,0
31761,59397,445,0,0,70,70,0,1,0,1,0
31762,59395,445,0,0,70,70,0,1,0,1,0
31763,25090,9192,0,0,145,145,0,1,0,1,0
31764,51346,51221,0,0,74,74,0,1,0,1,0
31765,52925,3389,0,0,60,60,0,1,0,1,0
31766,13485,43708,0,0,554,554,0,1,0,1,0
31767,45941,23386,0,0,60,60,0,1,0,1,0
31768,45941,23386,0,0,60,60,0,1,0,1,0
31769,9448,57866,0,0,62,62,0,1,0,1,0
31770,24145,35440,0,0,62,62,0,1,0,1,0
31771,6999,11119,0,0,143,143,0,1,0,1,0
31772,59383,445,0,0,70,70,0,1,0,1,0
31773,59382,445,0,0,70,70,0,1,0,1,0
31774,27402,37628,0,0,62,62,0,1,0,1,0
31775,59378,445,0,0,70,70,0,1,0,1,0
31776,54305,39004,0,0,62,62,0,1,0,1,0
31777,59373,445,0,0,70,70,0,1,0,1,0
31778,64221,445,0,0,70,70,0,1,0,1,0
31779,64222,445,0,0,70,70,0,1,0,1,0
31780,64217,445,0,0,70,70,0,1,0,1,0
31781,34470,57470,0,0,66,66,0,1,0,1,0
31782,8868,50584,0,0,146,146,0,1,0,1,0
31783,59630,445,0,0,66,66,0,1,0,1,0
31784,37203,443,4528,443,466,392,74,4,0,3,1
31785,14148,1,0,0,66,66,0,1,0,1,0
31786,56092,56205,0,0,146,146,0,1,0,1,0
31787,52003,44512,0,0,66,66,0,1,0,1,0
31788,51426,47563,0,0,100,100,0,1,0,1,0
31789,10797,50584,0,0,62,62,0,1,0,1,0
31790,34932,38608,0,0,62,62,0,1,0,1,0
31791,59361,445,0,0,70,70,0,1,0,1,0
31792,54276,37628,0,0,66,66,0,1,0,1,0
31793,64215,445,0,0,70,70,0,1,0,1,0
31794,64213,445,0,0,70,70,0,1,0,1,0
31795,50261,64147,0,0,66,66,0,1,0,1,0
31796,54593,51505,0,0,66,66,0,1,0,1,0
31797,61798,35440,0,0,66,66,0,1,0,1,0
31798,51426,12447,0,0,100,100,0,1,0,1,0
31799,61000,1,0,0,146,146,0,1,0,1,0
31800,18423,51505,0,0,62,62,0,1,0,1,0
31801,65322,53,28599,53,395,102,293,2,30,1,1
31802,64987,53,43588,53,198,102,96,2,30,1,1
31803,50575,53,21343,53,184,94,90,2,30,1,1
31804,49663,53,58279,53,195,102,93,2,30,1,1
31805,56269,53,36395,53,102,102,0,1,30,1,0
31806,50000,53,33265,53,216,110,106,2,30,1,1
31807,49420,53,61159,53,183,94,89,2,30,1,1
31808,51632,443,13714,443,5021,2884,2137,14,135,7,7
31809,50156,53,6756,53,186,102,84,2,30,1,1
31810,55218,443,17111,443,17915,7421,10494,39,61,21,18
31811,63914,32805,13245,32805,70,70,0,1,4,1,0
31812,50208,80,63761,80,1277,460,817,16,77,5,11
31813,49189,443,23027,443,9734,1613,8121,24,17,12,12
31814,51111,80,8917,80,366,240,126,7,21,5,2
31815,64976,53,53844,53,193,102,91,2,29,1,1
31816,64421,53,32983,53,178,94,84,2,29,1,1
31817,49490,443,14327,443,9109,1943,7166,32,270,16,16
31818,51853,443,32598,443,7415,1550,5865,28,37,15,13
31819,53746,7546,50898,7546,70,70,0,1,4,1,0
31820,53760,45682,34507,45682,70,70,0,2,7,2,0
31821,34325,443,18256,443,2450,1451,999,19,315,10,9
31822,56661,53,3079,53,297,102,195,4,34,2,2
31823,55912,53,45004,53,199,102,97,2,29,1,1
31824,57371,53,14687,53,321,108,213,4,33,2,2
31825,55350,53,27984,53,177,94,83,2,29,1,1
31826,51958,51322,52514,51322,70,70,0,2,7,2,0
31827,53762,9587,1266,9587,70,70,0,2,7,2,0
31828,56594,53,50396,53,165,86,79,2,29,1,1
31829,64507,53,28479,53,382,102,280,2,29,1,1
31830,57096,53,49643,53,443,182,261,6,29,3,3
31831,56611,53,17951,53,177,94,83,2,29,1,1
31832,64898,53,46183,53,209,94,115,2,29,1,1
31833,50440,53,52778,53,458,188,270,6,29,3,3
31834,55350,53,12521,53,185,102,83,2,29,1,1
31835,49312,53,33674,53,306,94,212,2,29,1,1
31836,49561,53,39252,53,754,94,660,2,30,1,1
31837,56611,53,12492,53,177,94,83,2,29,1,1
31838,55649,53,24364,53,216,110,106,2,30,1,1
31839,58741,443,39394,443,5168,700,4468,16,15,7,9
31840,50552,80,50552,80,2887,1776,1111,14,22,8,6
31841,56806,443,47180,443,403093,31796,371297,497,151,185,312
31842,54469,80,59842,80,1466,831,635,10,255,6,4
31843,50341,5222,19733,5222,9254,3356,5898,74,444,30,44
31844,58742,443,35475,443,5166,700,4466,16,15,7,9
31845,57189,53,16894,53,179,94,85,2,30,1,1
31846,55495,53,17025,53,210,110,100,2,30,1,1
31847,49746,53,8872,53,290,102,188,2,30,1,1
31848,49786,53,59022,53,752,110,642,2,30,1,1
31849,63943,53,44134,53,196,94,102,2,30,1,1
31850,50012,53,27557,53,212,110,102,2,30,1,1
31851,55641,53,38684,53,184,94,90,2,30,1,1
31852,55911,53,35640,53,211,110,101,2,30,1,1
31853,56489,53,43327,53,212,110,102,2,30,1,1
31854,56009,53,53982,53,178,94,84,2,30,1,1
31855,27005,33051,48719,33051,887,126,761,2,31,1,1
31856,56381,53,54551,53,196,102,94,2,30,1,1
31857,57204,53,58516,53,183,94,89,2,30,1,1
31858,55533,53,40009,53,183,94,89,2,30,1,1
31859,54461,80,46042,80,2544,900,1644,12,255,7,5
31860,38517,53,38517,53,214,82,132,2,32,1,1
31861,6455,80,6455,80,326,186,140,6,29,4,2
31862,51485,443,20455,443,828,390,438,11,40,4,7
31863,42654,443,18143,443,3650,2162,1488,25,80,13,12
31864,5571,80,5571,80,326,186,140,6,29,4,2
31865,49456,443,8615,443,10956,1757,9199,21,37,10,11
31866,56562,443,49879,443,8821,3228,5593,25,60,15,10
31867,58743,443,4487,443,5167,700,4467,16,15,7,9
31868,49404,53,23314,53,200,94,106,2,30,1,1
31869,52324,443,60831,443,295493,16052,279441,394,68,186,208
31870,50287,443,51254,443,14559,2721,11838,31,16,17,14
31871,50209,53,30899,53,749,94,655,2,30,1,1
31872,65024,53,47698,53,179,94,85,2,30,1,1
31873,44938,443,27497,443,46323,1563,44760,49,30,15,34
31874,63929,53,15311,53,195,94,101,2,30,1,1
31875,57204,53,35848,53,183,94,89,2,30,1,1
31876,50575,53,41966,53,184,94,90,2,30,1,1
31877,57126,53,50266,53,183,94,89,2,30,1,1
31878,55621,53,47829,53,453,186,267,6,30,3,3
31879,49372,53,37424,53,216,110,106,2,30,1,1
31880,49254,53,55219,53,265,110,155,2,30,1,1
31881,49797,53,5232,53,787,110,677,2,30,1,1
31882,56269,53,62645,53,816,102,714,2,30,1,1
31883,56643,53,48653,53,195,102,93,2,30,1,1
31884,56415,53,51829,53,179,94,85,2,30,1,1
31885,49323,53,61963,53,196,102,94,2,30,1,1
31886,57127,53,64638,53,193,102,91,2,30,1,1
31887,47662,80,15716,80,1067,697,370,8,63,5,3
31888,6590,80,6590,80,326,186,140,6,29,4,2
31889,5686,80,5686,80,326,186,140,6,29,4,2
31890,50598,80,63854,80,17837,3830,14007,27,24,12,15
31891,35217,443,21700,443,2388,1628,760,18,294,11,7
31892,56692,443,45896,443,7914,1925,5989,20,15,11,9
31893,64896,53,50820,53,195,94,101,2,30,1,1
31894,55495,53,27673,53,210,110,100,2,30,1,1
31895,36851,53,31171,53,86,86,0,1,30,1,0
31896,55828,53,17599,53,181,94,87,2,30,1,1
31897,64707,53,47683,53,258,102,156,2,30,1,1
31898,64607,53,1706,53,211,110,101,2,30,1,1
31899,56415,53,6950,53,179,94,85,2,30,1,1
31900,50604,80,39550,80,1658,1247,411,8,15,5,3
31901,51955,39871,23023,39871,70,70,0,2,8,2,0
31902,55464,53,43920,53,216,94,122,2,30,1,1
31903,64457,53,27221,53,261,102,159,2,30,1,1
31904,65146,53,65321,53,335,102,233,2,30,1,1
31905,56009,53,46044,53,178,94,84,2,30,1,1
31906,49420,53,47944,53,183,94,89,2,30,1,1
31907,64964,53,38711,53,197,102,95,2,30,1,1
31908,57071,53,6792,53,166,86,80,2,30,1,1
31909,56411,53,39978,53,184,94,90,2,30,1,1
31910,27005,32028,16656,32028,900,126,774,2,31,1,1
31911,50079,443,27272,443,20880,7976,12904,41,47,22,19
31912,55017,443,32512,443,7627,2734,4893,26,16,15,11
31913,55020,443,26568,443,7239,2934,4305,26,16,15,11
31914,50603,443,37566,443,2928,1448,1480,17,20,10,7
31915,56645,80,11255,80,234,234,0,4,12,4,0
31916,53743,23915,44968,23915,70,70,0,1,4,1,0
31917,58746,443,54765,443,5107,700,4407,15,15,7,8
31918,53808,443,50826,443,10785,2147,8638,22,30,10,12
31919,55018,443,29845,443,7232,2925,4307,27,16,16,11
31920,56661,53,53473,53,297,102,195,4,34,2,2
31921,54067,443,60829,443,113020,6140,106880,149,202,66,83
31922,49323,53,40976,53,196,102,94,2,31,1,1
31923,34530,80,15851,80,1056,682,374,10,15,6,4
31924,63916,56318,63492,56318,70,70,0,1,4,1,0
31925,56691,443,29213,443,7862,1873,5989,20,15,11,9
31926,5233,22683,23073,22683,832,832,0,14,95,14,0
31927,56142,53,19071,53,194,102,92,2,29,1,1
31928,63937,43443,33286,43443,246,66,180,4,7,2,2
31929,63938,26204,5698,26204,66,66,0,2,7,2,0
31930,57071,53,20542,53,166,86,80,2,29,1,1
31931,55031,443,21855,443,134,60,74,3,5,2,1
31932,52080,443,29531,443,3052,2014,1038,16,15,9,7
31933,56185,53,12663,53,183,102,81,2,29,1,1
31934,54076,443,7008,443,55394,4535,50859,91,170,47,44
31935,64987,53,27930,53,198,102,96,2,29,1,1
31936,49384,53,28867,53,305,93,212,4,48,2,2
31937,64976,53,29065,53,193,102,91,2,29,1,1
31938,56979,53,50155,53,180,94,86,2,29,1,1
31939,64628,53,58574,53,199,102,97,2,29,1,1
31940,49671,53,15823,53,166,86,80,2,29,1,1
31941,64586,53,51199,53,183,94,89,2,29,1,1
31942,49811,53,52504,53,300,118,182,2,29,1,1
31943,50272,53,52496,53,210,110,100,2,29,1,1
31944,55728,53,18036,53,195,102,93,2,29,1,1
31945,50272,53,35628,53,210,110,100,2,29,1,1
31946,57147,53,63811,53,166,86,80,2,29,1,1
31947,57204,53,13761,53,183,94,89,2,30,1,1
31948,57131,53,26066,53,168,78,90,2,30,1,1
31949,55596,53,31644,53,194,102,92,2,30,1,1
31950,49783,53,25868,53,179,94,85,2,30,1,1
31951,64496,53,57419,53,196,94,102,2,30,1,1
31952,56889,53,27210,53,211,110,101,2,30,1,1
31953,56009,53,38515,53,178,94,84,2,30,1,1
31954,64619,53,25912,53,179,94,85,2,31,1,1
31955,57470,64108,16646,64108,330,330,0,6,1199,6,0
31956,55649,53,62328,53,216,110,106,2,30,1,1
31957,55728,53,52425,53,195,102,93,2,30,1,1
31958,64555,53,59391,53,167,86,81,2,30,1,1
31959,50037,53,65320,53,195,102,93,2,31,1,1
31960,32012,500,63361,500,879,462,417,2,600,1,1
31961,64321,53,56788,53,195,102,93,2,31,1,1
31962,27005,33060,38657,33060,928,126,802,2,31,1,1
31963,51931,19416,18686,19416,70,70,0,1,5,1,0
31964,64321,53,14158,53,296,97,199,4,53,2,2
31965,65240,53,20571,53,453,186,267,6,30,3,3
31966,52323,443,4848,443,454059,23387,430672,602,76,275,327
31967,64986,53,34295,53,183,94,89,2,30,1,1
31968,64837,53,36950,53,195,102,93,2,30,1,1
31969,56085,53,34233,53,167,86,81,2,30,1,1
31970,55155,53,1843,53,183,94,89,2,30,1,1
31971,54194,443,38493,443,195229,13204,182025,270,124,102,168
31972,63933,443,50085,443,6822,3370,3452,21,135,10,11
31973,64872,53,21895,53,166,86,80,2,31,1,1
31974,56142,53,56422,53,194,102,92,2,31,1,1
31975,53759,80,20494,80,997,582,415,11,315,6,5
31976,65489,53,57940,53,531,97,434,4,35,2,2
31977,51932,36498,40161,36498,70,70,0,1,5,1,0
